true_class,pred_class,confidence,correct
dense_green,moderate_green,0.5787234306335449,False
minimal_green,sparse_green,0.7663613557815552,False
minimal_green,dense_green,0.5416474938392639,False
minimal_green,sparse_green,0.6149536371231079,False
minimal_green,sparse_green,0.5545627474784851,False
minimal_green,dense_green,0.8895621299743652,False
minimal_green,dense_green,0.6007564067840576,False
minimal_green,sparse_green,0.6675693392753601,False
minimal_green,sparse_green,0.8064929842948914,False
minimal_green,sparse_green,0.5162973403930664,False
minimal_green,sparse_green,0.9061225652694702,False
minimal_green,sparse_green,0.5510711073875427,False
minimal_green,sparse_green,0.4966338872909546,False
minimal_green,sparse_green,0.5279875993728638,False
minimal_green,sparse_green,0.8805660009384155,False
minimal_green,sparse_green,0.6907809376716614,False
minimal_green,sparse_green,0.5390416383743286,False
moderate_green,dense_green,0.6789581179618835,False
moderate_green,dense_green,0.5000323057174683,False
moderate_green,minimal_green,0.7504307627677917,False
sparse_green,minimal_green,0.5304070115089417,False
sparse_green,minimal_green,0.6809725761413574,False
