true_class,pred_class,confidence,correct
dense_green,minimal_green,0.29954543709754944,False
dense_green,minimal_green,0.29952648282051086,False
dense_green,minimal_green,0.2989715039730072,False
dense_green,minimal_green,0.29759636521339417,False
dense_green,minimal_green,0.297256737947464,False
dense_green,minimal_green,0.2974395453929901,False
dense_green,minimal_green,0.32024577260017395,False
dense_green,minimal_green,0.29964882135391235,False
dense_green,minimal_green,0.3020392656326294,False
dense_green,minimal_green,0.29761379957199097,False
dense_green,minimal_green,0.29806941747665405,False
dense_green,minimal_green,0.30150285363197327,False
dense_green,minimal_green,0.2973107397556305,False
dense_green,minimal_green,0.3009248375892639,False
dense_green,minimal_green,0.2962484061717987,False
dense_green,minimal_green,0.32925155758857727,False
dense_green,minimal_green,0.2990288734436035,False
dense_green,minimal_green,0.3134981393814087,False
dense_green,minimal_green,0.2969023883342743,False
dense_green,minimal_green,0.3090827763080597,False
dense_green,minimal_green,0.3073239326477051,False
dense_green,minimal_green,0.2984461188316345,False
dense_green,minimal_green,0.2979786992073059,False
dense_green,minimal_green,0.29739198088645935,False
dense_green,minimal_green,0.31317657232284546,False
dense_green,minimal_green,0.29769060015678406,False
dense_green,minimal_green,0.3026736378669739,False
dense_green,minimal_green,0.30046164989471436,False
dense_green,minimal_green,0.3026123046875,False
dense_green,minimal_green,0.30163776874542236,False
dense_green,minimal_green,0.2988837957382202,False
dense_green,minimal_green,0.2975863814353943,False
dense_green,minimal_green,0.30063506960868835,False
dense_green,minimal_green,0.30220913887023926,False
dense_green,minimal_green,0.29989737272262573,False
dense_green,minimal_green,0.2994675040245056,False
dense_green,minimal_green,0.30562418699264526,False
dense_green,minimal_green,0.29832321405410767,False
dense_green,minimal_green,0.300550252199173,False
dense_green,minimal_green,0.3193308115005493,False
dense_green,minimal_green,0.30114275217056274,False
dense_green,minimal_green,0.29988187551498413,False
dense_green,minimal_green,0.30292776226997375,False
dense_green,minimal_green,0.30246052145957947,False
dense_green,minimal_green,0.3032980263233185,False
dense_green,minimal_green,0.297885924577713,False
moderate_green,minimal_green,0.3076530694961548,False
moderate_green,minimal_green,0.3004387617111206,False
moderate_green,minimal_green,0.3098334074020386,False
moderate_green,minimal_green,0.3026595711708069,False
moderate_green,minimal_green,0.30192455649375916,False
moderate_green,minimal_green,0.30395451188087463,False
moderate_green,minimal_green,0.3106982111930847,False
moderate_green,minimal_green,0.3124820590019226,False
moderate_green,minimal_green,0.3123866319656372,False
moderate_green,minimal_green,0.30078229308128357,False
moderate_green,minimal_green,0.3122406601905823,False
moderate_green,minimal_green,0.311429888010025,False
moderate_green,minimal_green,0.30668577551841736,False
moderate_green,minimal_green,0.29774346947669983,False
moderate_green,minimal_green,0.3097264766693115,False
moderate_green,minimal_green,0.307328462600708,False
moderate_green,minimal_green,0.2989463806152344,False
moderate_green,minimal_green,0.2990824282169342,False
moderate_green,minimal_green,0.3154342472553253,False
moderate_green,minimal_green,0.3067852258682251,False
moderate_green,minimal_green,0.30823272466659546,False
moderate_green,minimal_green,0.3072936534881592,False
moderate_green,minimal_green,0.31206652522087097,False
moderate_green,minimal_green,0.3018569052219391,False
moderate_green,minimal_green,0.3018699884414673,False
moderate_green,minimal_green,0.30377739667892456,False
moderate_green,minimal_green,0.30607834458351135,False
moderate_green,minimal_green,0.3115750253200531,False
moderate_green,minimal_green,0.311518132686615,False
moderate_green,minimal_green,0.3150630593299866,False
moderate_green,minimal_green,0.30840709805488586,False
moderate_green,minimal_green,0.31987908482551575,False
moderate_green,minimal_green,0.2983573079109192,False
moderate_green,minimal_green,0.2988380789756775,False
sparse_green,minimal_green,0.3251613974571228,False
sparse_green,minimal_green,0.30606651306152344,False
sparse_green,minimal_green,0.3151492476463318,False
sparse_green,minimal_green,0.3070921003818512,False
sparse_green,minimal_green,0.3257470428943634,False
sparse_green,minimal_green,0.30219364166259766,False
sparse_green,minimal_green,0.3073578476905823,False
sparse_green,minimal_green,0.31787946820259094,False
sparse_green,minimal_green,0.30386731028556824,False
sparse_green,minimal_green,0.31034865975379944,False
sparse_green,minimal_green,0.3155076503753662,False
sparse_green,minimal_green,0.3036571741104126,False
sparse_green,minimal_green,0.2993812561035156,False
sparse_green,minimal_green,0.3144225776195526,False
sparse_green,minimal_green,0.3232521414756775,False
sparse_green,minimal_green,0.32930076122283936,False
sparse_green,minimal_green,0.3000141382217407,False
sparse_green,minimal_green,0.3097783029079437,False
sparse_green,minimal_green,0.3268097937107086,False
sparse_green,minimal_green,0.3413983881473541,False
sparse_green,minimal_green,0.30067524313926697,False
sparse_green,minimal_green,0.30897924304008484,False
sparse_green,minimal_green,0.3090392053127289,False
sparse_green,minimal_green,0.32712945342063904,False
sparse_green,minimal_green,0.3002449870109558,False
sparse_green,minimal_green,0.2982088029384613,False
sparse_green,minimal_green,0.306280255317688,False
sparse_green,minimal_green,0.3127792775630951,False
sparse_green,minimal_green,0.30669310688972473,False
sparse_green,minimal_green,0.3285791873931885,False
