true_class,pred_class,confidence,correct
dense_green,moderate_green,0.5421469807624817,False
dense_green,moderate_green,0.8216737508773804,False
dense_green,minimal_green,0.5570595264434814,False
dense_green,sparse_green,0.5058223605155945,False
dense_green,sparse_green,0.6018149852752686,False
dense_green,sparse_green,0.9138292670249939,False
dense_green,moderate_green,0.9155168533325195,False
dense_green,minimal_green,0.37041860818862915,False
minimal_green,sparse_green,0.5920360088348389,False
minimal_green,sparse_green,0.7015964388847351,False
minimal_green,sparse_green,0.5357136726379395,False
minimal_green,sparse_green,0.43363726139068604,False
minimal_green,sparse_green,0.6574289202690125,False
minimal_green,sparse_green,0.6111497282981873,False
minimal_green,sparse_green,0.7324084639549255,False
minimal_green,sparse_green,0.9028337001800537,False
minimal_green,sparse_green,0.9094038009643555,False
minimal_green,sparse_green,0.4418460428714752,False
minimal_green,dense_green,0.6889015436172485,False
minimal_green,dense_green,0.7631053328514099,False
minimal_green,sparse_green,0.7524674534797668,False
minimal_green,sparse_green,0.4061245024204254,False
minimal_green,sparse_green,0.5163500905036926,False
minimal_green,sparse_green,0.7304871678352356,False
minimal_green,sparse_green,0.9123093485832214,False
minimal_green,sparse_green,0.5892395973205566,False
minimal_green,sparse_green,0.8224701881408691,False
minimal_green,sparse_green,0.5565242767333984,False
minimal_green,sparse_green,0.6998220086097717,False
minimal_green,sparse_green,0.8396945595741272,False
minimal_green,sparse_green,0.6451758146286011,False
minimal_green,sparse_green,0.7720715403556824,False
minimal_green,dense_green,0.8875949382781982,False
minimal_green,sparse_green,0.798392117023468,False
minimal_green,sparse_green,0.923072338104248,False
minimal_green,sparse_green,0.5468796491622925,False
moderate_green,dense_green,0.6526985168457031,False
moderate_green,dense_green,0.32168522477149963,False
moderate_green,dense_green,0.6551662087440491,False
moderate_green,minimal_green,0.8900086283683777,False
moderate_green,minimal_green,0.8029583692550659,False
sparse_green,minimal_green,0.5933557152748108,False
sparse_green,moderate_green,0.6718689203262329,False
sparse_green,minimal_green,0.7188003063201904,False
sparse_green,minimal_green,0.5147322416305542,False
sparse_green,dense_green,0.7619640231132507,False
sparse_green,minimal_green,0.5690971612930298,False
